,point,cell,grid,lat,lon,zscore(2021-6),zscore(2021-7),smad(2021-6),smad(2021-7)
2002,4987839,1395,Fibonacci (6.25 km),49.279693603515625,11.668423652648926,1.7689312230044094,1.7258994675671595,1.316271519529212,1.1269645676323568
2003,4987894,1359,Fibonacci (6.25 km),49.28042221069336,8.741400718688965,1.2998756827092526,0.9926958196864442,1.1682586882966173,0.637332945875316
2004,4987983,1395,Fibonacci (6.25 km),49.28160095214844,10.550399780273438,1.1763772006801505,1.8909456522482193,1.08150481400554,1.0725249995312447
2005,4988038,1359,Fibonacci (6.25 km),49.28232955932617,7.623377323150635,0.7272590486454257,1.1685363920798904,2.0468847856411037,0.6575170924424508
2006,4988072,1395,Fibonacci (6.25 km),49.28277969360352,12.359399795532228,1.2032736222257565,1.5357247791069233,0.7812337916821195,1.3329680684430494
2007,4988127,1359,Fibonacci (6.25 km),49.28350830078125,9.432376861572266,0.06816121374307979,0.7061201196205155,-0.014441409858041642,0.24072897200281348
2008,4988216,1395,Fibonacci (6.25 km),49.28468704223633,11.241375923156738,1.874383933869492,1.5854657948913924,2.7858756469978707,1.1242801429326053
2009,4988271,1359,Fibonacci (6.25 km),49.28541564941406,8.314353942871094,0.8733241057609126,1.5954143988416245,0.8206402340683898,1.2003228977814346
2010,4988305,1395,Fibonacci (6.25 km),49.285865783691406,13.050375938415527,-0.1533203938200271,1.220991172565472,0.003968889570828499,1.1052689823772517
2011,4988360,1395,Fibonacci (6.25 km),49.28659439086914,10.123353004455566,0.6864605060999635,1.4510527197079348,0.5844220714959186,0.667525112378191
2012,4988415,1359,Fibonacci (6.25 km),49.28732299804688,7.196330547332764,0.8310803221499059,1.483115133425314,1.1186297064086161,1.2427215661972144
2013,4988449,1395,Fibonacci (6.25 km),49.28777313232422,11.932353019714355,1.561724628420277,1.6075166724991228,1.0631587894011434,1.2368067523035942
2014,4988504,1359,Fibonacci (6.25 km),49.28850173950195,9.005330085754395,0.9880187226301427,0.6548101679655869,0.8084502785380222,0.21581243964017607
2015,4988593,1395,Fibonacci (6.25 km),49.28968048095703,10.814329147338867,1.3802785858778892,2.0130832686017075,0.7903718754905081,1.194484198160166
2016,4988648,1359,Fibonacci (6.25 km),49.290409088134766,7.887306690216064,1.1066249734388933,0.7231850900264959,1.458823930200594,0.7873002915213512
2017,4988682,1395,Fibonacci (6.25 km),49.29085922241211,12.623329162597656,0.3499607426608171,1.830535599024814,0.2839313347304049,1.3329955203437318
2018,4988737,1359,Fibonacci (6.25 km),49.29158782958984,9.696306228637695,-0.07306269264565357,0.8720303040425789,0.04057796703326029,0.35777628058877425
2019,4988792,1359,Fibonacci (6.25 km),49.29231643676758,6.769283294677734,-0.8078827972631071,1.389033280867071,-0.29703389137694647,0.8483125109972516
2020,4988826,1395,Fibonacci (6.25 km),49.29276657104492,11.505306243896484,2.1260291451079425,1.8496335451859227,1.9716197297624232,1.0726601973002183
2021,4988881,1359,Fibonacci (6.25 km),49.293495178222656,8.578283309936523,0.6776251823738864,-0.2918818097676656,0.288107650774077,-0.059167750025600055
2022,4988970,1395,Fibonacci (6.25 km),49.29467391967773,10.387282371520996,1.1320503689310177,1.7469659054197824,0.773689844567824,0.8546428983310782
2023,4989025,1359,Fibonacci (6.25 km),49.29540252685547,7.460259914398193,0.5173170024029093,1.4071391789000585,0.9544915219106318,0.8196723220852554
2024,4989059,1395,Fibonacci (6.25 km),49.29585266113281,12.196282386779783,1.262883041401532,1.2833727075792343,1.085903191956259,1.051109837921081
2025,4989114,1359,Fibonacci (6.25 km),49.29658126831055,9.269259452819824,0.1559946570966996,0.7240632415214869,0.0784362470669305,0.1863503336613464
2026,4989203,1395,Fibonacci (6.25 km),49.297760009765625,11.078258514404297,1.003917224459918,1.3756871065792227,1.1070196840649307,0.8368703275854672
2027,4989258,1359,Fibonacci (6.25 km),49.29848861694336,8.151236534118652,1.3615784530476285,1.4228891485043007,1.5012751665474398,0.9439570827857876
2028,4989292,1395,Fibonacci (6.25 km),49.2989387512207,12.887258529663086,0.11386067629032713,1.2325879548538692,0.49160315986886594,0.9716907355795174
2029,4989347,1359,Fibonacci (6.25 km),49.29966735839844,9.960235595703123,0.3200542415225436,1.114390301680407,0.3860011766399933,0.47825403487574314
2030,4989402,1359,Fibonacci (6.25 km),49.30039596557617,7.033213138580322,0.1953111463621544,1.634183255294925,0.2123642177563671,1.1665373242849308
2031,4989436,1395,Fibonacci (6.25 km),49.30084609985352,11.769235610961914,1.5610730232590257,1.4608098061687278,1.2152586082922483,1.1110132261409216
2032,4989491,1359,Fibonacci (6.25 km),49.30157470703125,8.842212677001953,1.315270997499414,0.7543373226798807,0.9966676522092026,0.4471993711611019
2033,4989580,1395,Fibonacci (6.25 km),49.30275344848633,10.651211738586426,1.1850888567519742,1.7545950750163668,0.7958630720344972,0.8490359010987386
2034,4989635,1359,Fibonacci (6.25 km),49.30348205566406,7.724189281463623,0.8618476223975202,0.7966138144955427,2.472205441924059,0.4765450502552427
2035,4989669,1395,Fibonacci (6.25 km),49.303932189941406,12.460211753845217,0.7808621616366566,1.5880906920503308,0.46036817328800944,1.0921397809561635
2036,4989724,1359,Fibonacci (6.25 km),49.30466079711914,9.533188819885254,-0.1654914294605829,0.7503715015293122,-0.2318998497552149,0.2588169721258279
2037,4989779,1359,Fibonacci (6.25 km),49.30538940429688,6.606166362762451,-0.6289159313168151,1.5192394023178515,-0.2083348738096619,0.8798607356812688
2038,4989813,1395,Fibonacci (6.25 km),49.30583953857422,11.342188835144045,2.1329794482106346,1.8502408679218438,2.1463846638916717,1.0450812453703109
2039,4989868,1359,Fibonacci (6.25 km),49.30656814575195,8.415165901184082,1.061641222758455,1.6835102706919827,0.9152876161161597,1.627267081415985
2040,4989957,1395,Fibonacci (6.25 km),49.3077507019043,10.224164962768556,0.848216039064433,1.496105994660004,0.6871640025964769,0.7099309165889872
2041,4990012,1359,Fibonacci (6.25 km),49.30847930908203,7.297142505645752,0.47632309488055935,1.4667292033674024,0.8691988275374164,0.9656938012122117
2042,4990046,1395,Fibonacci (6.25 km),49.308929443359375,12.033164978027344,1.3394814504150412,1.5347651369239554,0.9406927392166968,1.1607374672186477
2043,4990101,1359,Fibonacci (6.25 km),49.30965805053711,9.106142044067385,0.4851966556447285,0.8244726178587889,0.4189487194108546,0.3806134026857891
2044,4990190,1395,Fibonacci (6.25 km),49.31083679199219,10.915141105651855,1.3375053944329776,1.921188932930727,0.8958830118830814,1.1644890246285509
2045,4990245,1359,Fibonacci (6.25 km),49.31156539916992,7.988118648529053,1.4043428807573513,1.0754976855404375,1.9882297680355978,0.8784601389936542
2046,4990279,1395,Fibonacci (6.25 km),49.31201553344727,12.724141120910645,0.2550577035580375,1.7794904361975894,0.42530005841559265,1.2932596685204407
2047,4990334,1359,Fibonacci (6.25 km),49.312744140625,9.797118186950684,-0.028176947133990222,0.898783285549038,0.07278271242448807,0.37449874710852565
2048,4990389,1359,Fibonacci (6.25 km),49.313472747802734,6.870095729827881,0.06832017099804069,1.395511633199652,0.18156494552731375,0.6367733969146543
2049,4990423,1395,Fibonacci (6.25 km),49.31392288208008,11.606118202209473,1.7397803785686154,1.698620404771025,1.462390588751622,1.1237236158272386
2050,4990478,1359,Fibonacci (6.25 km),49.31465148925781,8.679095268249512,1.5533114703507547,1.085683987798587,1.4849311465503914,1.0760998026303974
2051,4990567,1395,Fibonacci (6.25 km),49.31583404541016,10.488094329833984,1.1168135090601727,1.9280054820416441,0.8376130632320044,1.0645917239168796
2052,4990622,1359,Fibonacci (6.25 km),49.31656265258789,7.561071872711182,0.8146471377158837,1.4589644048842074,1.6200566157167222,0.8503918264500941
2053,4990656,1395,Fibonacci (6.25 km),49.317012786865234,12.297094345092772,1.3584515454728856,1.4871475672454688,1.0204021072515712,1.3500862741916633
2054,4990711,1359,Fibonacci (6.25 km),49.31774139404297,9.370071411132812,0.02029916760071466,0.6690621818950636,-0.013705335379016423,0.2513121892636022
2055,4990800,1395,Fibonacci (6.25 km),49.31892013549805,11.179071426391602,1.474512131712595,1.289441543928881,1.4222346848604712,0.8293442774183792
2056,4990855,1359,Fibonacci (6.25 km),49.31964874267578,8.25204849243164,1.1847281645490335,1.5510070043378883,1.1463834874111076,1.05368300632773
2057,4990889,1395,Fibonacci (6.25 km),49.320098876953125,12.988070487976074,-0.1915473415152882,1.046026318845057,0.01105640952488401,0.8509819532054386
2058,4990944,1395,Fibonacci (6.25 km),49.32082748413086,10.061047554016112,0.38924565250900034,1.2475063361062912,0.5596750953361853,0.5352009353733748
2059,4990999,1359,Fibonacci (6.25 km),49.32155990600586,7.134025096893311,0.6817850199852055,1.303825815768374,0.940330568554174,1.2764779379583007
2060,4991033,1395,Fibonacci (6.25 km),49.3220100402832,11.870047569274902,1.535359496952087,1.505671391947345,1.1031592962093046,0.9881215619352062
2061,4991088,1359,Fibonacci (6.25 km),49.32273864746094,8.943024635314941,1.1813034995202965,0.6869365059842343,1.1377622903359221,0.30527881492870435
2062,4991177,1395,Fibonacci (6.25 km),49.323917388916016,10.752023696899414,1.5708910494066606,1.8299014370715445,1.1555582178404338,1.0282040028593136
2063,4991232,1359,Fibonacci (6.25 km),49.32464599609375,7.825001239776611,1.105808175862226,0.6847180885130161,1.9220194533676482,0.5603809332730516
2064,4991266,1395,Fibonacci (6.25 km),49.32509613037109,12.561023712158203,0.3038198590981289,1.604594347181671,0.163890952278405,1.0372291833192813
2065,4991321,1359,Fibonacci (6.25 km),49.32582473754883,9.634000778198242,-0.22336101174593542,0.7770285593026598,-0.053732049111632145,0.29423862647396914
