,point,cell,grid,lat,lon,zscore(2021-7),smapi-mean(2021-7),essmi(2021-7)
4013,5099561,1360,Fibonacci (6.25 km),50.78189849853516,9.253225326538086,1.0788085634975666,25.988218859621252,0.8496177195475133
4014,5099616,1360,Fibonacci (6.25 km),50.78264999389648,6.326201915740967,1.6814327113899326,24.55129660110814,1.325398231799816
4015,5099650,1396,Fibonacci (6.25 km),50.78311538696289,11.06222438812256,1.1372792757134382,22.91815309650849,0.9539393501939254
4016,5099705,1360,Fibonacci (6.25 km),50.78386688232422,8.135201454162598,0.035737208898540984,0.5238965662146986,-0.016980279612394775
4017,5099739,1396,Fibonacci (6.25 km),50.78432846069336,12.871224403381348,0.6841487642450744,12.692754688651963,0.44879769588769086
4018,5099794,1360,Fibonacci (6.25 km),50.78507995605469,9.944201469421388,0.9401318663852649,20.72068664520464,0.720882952064067
4019,5099849,1360,Fibonacci (6.25 km),50.785831451416016,7.017178535461426,2.0251316138941733,36.58341229010906,1.6556976411051554
4020,5099883,1396,Fibonacci (6.25 km),50.78629684448242,11.75320053100586,0.7407639581491626,14.662923158534081,0.5519049494309675
4021,5099938,1360,Fibonacci (6.25 km),50.78704833984375,8.826177597045898,1.232855848948045,29.76637703327501,0.9960548270390982
4022,5100027,1396,Fibonacci (6.25 km),50.78826522827149,10.635177612304688,1.2764288268840416,17.159560461717003,0.9792170553653738
4023,5100082,1360,Fibonacci (6.25 km),50.78901672363281,7.708154678344727,0.650838450740927,13.71012150494506,0.4847703410993219
4024,5100116,1396,Fibonacci (6.25 km),50.78947830200195,12.44417667388916,1.02636473320682,20.893126727705443,0.8942741232149093
4025,5100171,1360,Fibonacci (6.25 km),50.79022979736328,9.517154693603516,0.9105482007830625,18.091055748960656,0.6686650572574843
4026,5100226,1360,Fibonacci (6.25 km),50.79098129272461,6.590131759643555,1.4177331808585865,30.072801913852054,1.212381286805928
4027,5100260,1396,Fibonacci (6.25 km),50.791446685791016,11.326153755187988,0.5874465491986043,13.733354248392377,0.40953582075719575
4028,5100315,1360,Fibonacci (6.25 km),50.79219818115234,8.399130821228027,0.29094611961665257,5.8002822027069465,0.19888823777331643
